CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTIme,ID
Case No. 9,2,2018-05-14 07:49:37,2,0,93
Case No. 9,4,2018-05-14 07:50:52,0,0,94
Case No. 9,2,2018-05-14 07:56:52,0,0,95
Case No. 9,2,2018-05-14 08:05:27,0,0,96
Case No. 9,1,2018-05-14 08:11:35,2,0,97
Case No. 9,2,2018-05-14 08:24:05,3,0,98
Case No. 9,2,2018-05-14 08:40:16,1,0,99
Case No. 10,0,2018-05-14 10:38:25,0,0,100
Case No. 10,1,2018-05-14 10:41:46,1,0,101
Case No. 10,2,2018-05-14 10:57:07,0,0,102
Case No. 10,3,2018-05-14 11:06:06,3,0,103
Case No. 10,4,2018-05-14 11:16:42,4,0,104
Case No. 10,2,2018-05-14 11:33:41,2,0,105
Case No. 10,4,2018-05-14 12:00:07,0,0,106
Case No. 10,4,2018-05-14 12:11:15,0,0,107
Case No. 10,1,2018-05-14 12:33:13,0,0,108
Case No. 10,2,2018-05-14 12:44:48,0,0,109
Case No. 10,2,2018-05-14 13:17:33,0,0,110
Case No. 11,0,2018-05-14 21:21:00,3,0,111
Case No. 11,1,2018-05-14 21:37:50,0,0,112
Case No. 11,2,2018-05-14 21:45:42,0,0,113
Case No. 11,2,2018-05-14 21:49:27,0,0,114
Case No. 11,2,2018-05-14 22:10:10,0,0,115
Case No. 11,2,2018-05-14 22:41:19,0,0,116
Case No. 11,2,2018-05-14 23:04:25,0,0,117
Case No. 11,2,2018-05-14 23:15:28,0,0,118
Case No. 11,1,2018-05-15 00:05:06,0,0,119
Case No. 11,2,2018-05-15 00:10:52,0,0,120
Case No. 11,2,2018-05-15 00:21:24,0,0,121
Case No. 12,0,2018-05-14 17:30:46,0,0,122
Case No. 12,1,2018-05-14 17:39:42,1,0,123
Case No. 12,2,2018-05-14 18:36:36,0,0,124
Case No. 12,3,2018-05-14 18:42:00,0,0,125
Case No. 12,4,2018-05-14 18:54:43,2,0,126
Case No. 12,2,2018-05-14 19:11:16,0,0,127
Case No. 12,4,2018-05-14 19:52:01,0,0,128
Case No. 12,1,2018-05-14 19:56:26,0,0,129
Case No. 12,2,2018-05-14 20:05:02,0,0,130
Case No. 12,2,2018-05-14 20:07:02,0,0,131
Case No. 12,4,2018-05-14 21:01:12,0,0,132
Case No. 13,0,2018-05-15 02:06:04,1,0,133
Case No. 13,1,2018-05-15 02:23:17,0,0,134
Case No. 13,2,2018-05-15 03:35:53,0,0,135
Case No. 13,2,2018-05-15 03:41:08,0,0,136
Case No. 13,2,2018-05-15 03:50:15,0,0,137
Case No. 13,2,2018-05-15 04:09:18,0,0,138
Case No. 13,2,2018-05-15 04:09:39,0,0,139
Case No. 13,2,2018-05-15 04:49:06,0,0,140
Case No. 13,1,2018-05-15 04:54:33,0,0,141
Case No. 13,2,2018-05-15 04:56:18,0,0,142
Case No. 13,2,2018-05-15 05:04:59,0,0,143
Case No. 14,0,2018-05-14 21:22:53,0,0,144
Case No. 14,1,2018-05-14 21:47:01,1,0,145
Case No. 14,2,2018-05-14 21:50:23,0,0,146
Case No. 14,3,2018-05-14 21:51:59,0,0,147
Case No. 14,4,2018-05-14 22:17:24,2,0,148
Case No. 14,2,2018-05-14 23:02:05,0,0,149
Case No. 14,4,2018-05-14 23:41:36,0,0,150
Case No. 14,1,2018-05-14 23:49:55,0,0,151
Case No. 14,2,2018-05-14 23:56:13,0,0,152
Case No. 14,2,2018-05-15 00:41:24,2,0,153
Case No. 14,4,2018-05-15 01:17:14,0,0,154
Case No. 15,0,2018-05-15 05:40:34,3,0,155
Case No. 15,1,2018-05-15 05:42:04,2,0,156
Case No. 15,2,2018-05-15 06:05:50,0,0,157
Case No. 15,2,2018-05-15 06:28:36,0,0,158
Case No. 15,2,2018-05-15 06:33:00,0,0,159
Case No. 15,2,2018-05-15 06:33:11,0,0,160
Case No. 15,2,2018-05-15 06:39:33,0,0,161
Case No. 15,2,2018-05-15 07:15:46,0,0,162
Case No. 15,1,2018-05-15 08:20:31,0,0,163
Case No. 15,2,2018-05-15 08:38:15,0,0,164
Case No. 15,2,2018-05-15 08:39:22,0,0,165
Case No. 16,0,2018-05-14 13:29:59,0,0,166
Case No. 16,1,2018-05-14 14:58:12,1,0,167
Case No. 16,2,2018-05-14 14:59:46,0,0,168
Case No. 16,3,2018-05-14 15:01:32,3,0,169
Case No. 16,4,2018-05-14 15:29:19,4,0,170
Case No. 16,2,2018-05-14 15:56:21,0,0,171
Case No. 16,4,2018-05-14 15:59:15,0,0,172
Case No. 16,4,2018-05-14 16:01:56,0,0,173
Case No. 16,2,2018-05-14 16:08:21,0,0,174
Case No. 16,1,2018-05-14 16:13:55,0,0,175
Case No. 16,2,2018-05-14 16:14:11,0,0,176
Case No. 17,0,2018-05-15 09:48:02,0,0,177
Case No. 17,1,2018-05-15 09:48:56,2,0,178
Case No. 17,2,2018-05-15 10:16:24,0,0,179
Case No. 17,2,2018-05-15 10:24:22,0,0,180
Case No. 17,2,2018-05-15 10:25:32,0,0,181
Case No. 17,2,2018-05-15 10:49:09,0,0,182
Case No. 17,2,2018-05-15 10:54:42,0,0,183
Case No. 17,2,2018-05-15 11:02:22,0,0,184
Case No. 17,1,2018-05-15 12:12:01,0,0,185
Case No. 17,2,2018-05-15 12:24:59,0,0,186
Case No. 17,2,2018-05-15 13:16:17,0,0,187
Case No. 18,0,2018-05-15 01:26:56,2,0,188
Case No. 18,1,2018-05-15 01:27:44,1,0,189
Case No. 18,2,2018-05-15 01:36:24,0,0,190
Case No. 18,3,2018-05-15 01:44:36,0,0,191
Case No. 18,4,2018-05-15 02:06:57,2,0,192
Case No. 18,2,2018-05-15 02:24:50,0,0,193
Case No. 18,4,2018-05-15 02:26:22,0,0,194
Case No. 18,1,2018-05-15 03:41:06,0,0,195
Case No. 18,2,2018-05-15 03:47:39,0,0,196
Case No. 18,2,2018-05-15 04:21:12,0,0,197
Case No. 18,4,2018-05-15 04:38:49,0,0,198
Case No. 19,0,2018-05-14 09:46:36,0,0,199
Case No. 19,1,2018-05-14 09:55:25,0,0,200
Case No. 19,2,2018-05-14 10:06:07,0,0,201
Case No. 19,2,2018-05-14 10:55:47,0,0,202
Case No. 19,2,2018-05-14 10:58:51,0,0,203
Case No. 19,3,2018-05-14 11:03:59,3,0,204
Case No. 19,1,2018-05-14 11:30:12,2,0,205
Case No. 19,2,2018-05-14 11:42:52,0,0,206
Case No. 19,2,2018-05-14 12:29:59,0,0,207
Case No. 19,2,2018-05-14 13:13:01,0,0,208
Case No. 19,2,2018-05-14 13:20:37,1,0,209
Case No. 20,0,2018-05-14 17:32:04,0,0,210
Case No. 20,1,2018-05-14 17:45:37,1,0,211
Case No. 20,2,2018-05-14 17:58:57,0,0,212
Case No. 20,3,2018-05-14 18:00:02,3,0,213
Case No. 20,4,2018-05-14 19:05:16,4,0,214
Case No. 20,2,2018-05-14 19:08:19,0,0,215
Case No. 20,4,2018-05-14 19:11:17,0,0,216
Case No. 20,1,2018-05-14 20:06:04,0,0,217
Case No. 20,2,2018-05-14 20:46:35,0,0,218
Case No. 20,2,2018-05-14 20:56:45,0,0,219
Case No. 20,4,2018-05-14 21:19:21,0,0,220
Case No. 21,0,2018-05-15 13:26:21,2,0,221
Case No. 21,1,2018-05-15 13:30:11,2,0,222
Case No. 21,2,2018-05-15 13:38:37,0,0,223
Case No. 21,2,2018-05-15 14:11:37,0,0,224
Case No. 21,2,2018-05-15 15:50:35,0,0,225
Case No. 21,2,2018-05-15 15:52:34,0,0,226
Case No. 21,2,2018-05-15 15:53:29,0,0,227
Case No. 21,2,2018-05-15 16:04:33,0,0,228
Case No. 21,1,2018-05-15 16:06:14,0,0,229
Case No. 21,2,2018-05-15 16:18:28,0,0,230
Case No. 21,2,2018-05-15 16:27:35,0,0,231
Case No. 22,0,2018-05-15 05:20:24,4,0,232
Case No. 22,1,2018-05-15 06:03:16,1,0,233
Case No. 22,2,2018-05-15 06:05:39,0,0,234
Case No. 22,3,2018-05-15 06:13:32,0,0,235
Case No. 22,4,2018-05-15 06:24:23,2,0,236
Case No. 22,2,2018-05-15 07:02:19,0,0,237
Case No. 22,4,2018-05-15 07:08:43,0,0,238
Case No. 22,1,2018-05-15 08:14:39,0,0,239
Case No. 22,2,2018-05-15 08:34:10,0,0,240
Case No. 22,2,2018-05-15 08:35:14,0,0,241
Case No. 22,4,2018-05-15 08:57:27,0,0,242
Case No. 23,0,2018-05-15 17:22:30,4,0,243
Case No. 23,1,2018-05-15 17:29:26,2,0,244
Case No. 23,2,2018-05-15 18:08:33,0,0,245
Case No. 23,2,2018-05-15 18:31:09,0,0,246
Case No. 23,2,2018-05-15 18:38:21,0,0,247
Case No. 23,2,2018-05-15 19:26:42,0,0,248
Case No. 23,2,2018-05-15 19:27:07,0,0,249
Case No. 23,2,2018-05-15 19:40:12,0,0,250
Case No. 23,1,2018-05-15 20:28:29,0,0,251
Case No. 23,2,2018-05-15 21:04:13,0,0,252
Case No. 23,2,2018-05-15 21:12:58,0,0,253
Case No. 24,0,2018-05-15 09:44:16,3,0,254
Case No. 24,1,2018-05-15 09:57:31,1,0,255
Case No. 24,2,2018-05-15 10:07:13,0,0,256
Case No. 24,3,2018-05-15 10:39:12,0,0,257
Case No. 24,4,2018-05-15 11:04:46,2,0,258
Case No. 24,2,2018-05-15 11:15:22,0,0,259
Case No. 24,4,2018-05-15 12:11:15,0,0,260
Case No. 24,1,2018-05-15 12:49:55,0,0,261
Case No. 24,2,2018-05-15 12:51:18,0,0,262
Case No. 24,2,2018-05-15 13:06:25,0,0,263
Case No. 24,4,2018-05-15 13:14:06,0,0,264
Case No. 25,0,2018-05-15 22:01:16,1,0,265
Case No. 25,1,2018-05-15 22:53:49,2,0,266
Case No. 25,2,2018-05-15 22:56:11,0,0,267
Case No. 25,2,2018-05-15 23:38:07,0,0,268
Case No. 25,2,2018-05-15 23:47:00,0,0,269
Case No. 25,2,2018-05-15 23:59:29,0,0,270
Case No. 25,2,2018-05-16 00:32:21,0,0,271
Case No. 25,2,2018-05-16 00:32:50,0,0,272
Case No. 25,1,2018-05-16 01:04:25,0,0,273
Case No. 25,2,2018-05-16 01:09:48,0,0,274
Case No. 25,2,2018-05-16 01:16:25,0,0,275
Case No. 26,0,2018-05-14 21:24:21,0,0,276
Case No. 26,1,2018-05-14 21:26:37,1,0,277
Case No. 26,2,2018-05-14 21:44:05,0,0,278
Case No. 26,3,2018-05-14 22:06:19,3,0,279
Case No. 26,4,2018-05-14 22:25:20,4,0,280
Case No. 26,2,2018-05-14 22:54:47,0,0,281
Case No. 26,4,2018-05-14 23:25:49,0,0,282
Case No. 26,1,2018-05-14 23:53:09,0,0,283
Case No. 26,2,2018-05-15 00:17:04,0,0,284
Case No. 26,2,2018-05-15 00:36:21,2,0,285
Case No. 26,4,2018-05-15 01:03:10,0,0,286
Case No. 27,0,2018-05-16 01:21:10,1,0,287
Case No. 27,1,2018-05-16 01:55:51,4,0,288
Case No. 27,2,2018-05-16 01:57:36,0,0,289
Case No. 27,2,2018-05-16 02:10:46,0,0,290
Case No. 27,2,2018-05-16 02:37:59,0,0,291
Case No. 27,2,2018-05-16 02:38:22,0,0,292
Case No. 27,2,2018-05-16 03:49:04,0,0,293
Case No. 27,2,2018-05-16 04:08:40,0,0,294
Case No. 27,1,2018-05-16 04:19:30,0,0,295
Case No. 27,2,2018-05-16 04:43:57,0,0,296
Case No. 27,2,2018-05-16 05:01:20,0,0,297
Case No. 28,0,2018-05-15 14:01:18,1,0,298
Case No. 28,1,2018-05-15 14:06:51,1,0,299
Case No. 28,2,2018-05-15 14:07:42,0,0,300
Case No. 28,3,2018-05-15 14:23:51,0,0,301
Case No. 28,4,2018-05-15 15:13:48,2,0,302
Case No. 28,2,2018-05-15 15:20:47,0,0,303
Case No. 28,4,2018-05-15 16:06:58,0,0,304
Case No. 28,1,2018-05-15 16:08:37,0,0,305
Case No. 28,2,2018-05-15 16:19:24,0,0,306
Case No. 28,2,2018-05-15 16:35:34,0,0,307
Case No. 28,4,2018-05-15 17:06:14,0,0,308
Case No. 29,0,2018-05-14 13:48:31,0,0,309
Case No. 29,1,2018-05-14 14:17:21,0,0,310
Case No. 29,2,2018-05-14 14:44:01,0,0,311
Case No. 29,2,2018-05-14 14:53:34,0,0,312
Case No. 29,2,2018-05-14 15:06:08,0,0,313
Case No. 29,3,2018-05-14 15:35:23,3,0,314
Case No. 29,3,2018-05-14 15:35:23,1,0,315
Case No. 29,1,2018-05-14 15:48:14,2,0,316
Case No. 29,2,2018-05-14 15:49:24,0,0,317
Case No. 29,4,2018-05-14 15:55:29,2,0,318
Case No. 29,2,2018-05-14 16:06:14,1,0,319
Case No. 30,0,2018-05-15 01:43:49,2,0,320
Case No. 30,1,2018-05-15 01:58:06,1,0,321
Case No. 30,2,2018-05-15 02:02:35,0,0,322
Case No. 30,3,2018-05-15 02:09:57,3,0,323
Case No. 30,4,2018-05-15 02:11:56,4,0,324
Case No. 30,2,2018-05-15 02:30:12,0,0,325
Case No. 30,4,2018-05-15 03:09:19,0,0,326
Case No. 30,1,2018-05-15 03:10:18,0,0,327
Case No. 30,2,2018-05-15 04:31:44,0,0,328
Case No. 30,2,2018-05-15 04:39:14,0,0,329
Case No. 30,4,2018-05-15 04:51:33,0,0,330
Case No. 31,0,2018-05-16 05:21:32,0,0,331
Case No. 31,1,2018-05-16 05:30:02,4,0,332
Case No. 31,2,2018-05-16 06:52:07,0,0,333
Case No. 31,2,2018-05-16 07:01:02,0,0,334
Case No. 31,2,2018-05-16 07:02:51,0,0,335
Case No. 31,2,2018-05-16 07:13:59,0,0,336
Case No. 31,2,2018-05-16 07:19:10,0,0,337
Case No. 31,2,2018-05-16 07:21:13,0,0,338
Case No. 31,1,2018-05-16 08:03:31,0,0,339
Case No. 31,2,2018-05-16 08:10:00,0,0,340
Case No. 31,2,2018-05-16 09:13:59,0,0,341
Case No. 32,0,2018-05-15 17:58:21,3,0,342
Case No. 32,1,2018-05-15 18:17:23,1,0,343
Case No. 32,2,2018-05-15 18:48:21,2,0,344
Case No. 32,3,2018-05-15 18:53:00,0,0,345
Case No. 32,4,2018-05-15 19:10:47,2,0,346
Case No. 32,2,2018-05-15 19:20:12,0,0,347
Case No. 32,4,2018-05-15 19:33:22,0,0,348
Case No. 32,1,2018-05-15 19:37:58,0,0,349
Case No. 32,2,2018-05-15 20:35:10,0,0,350
Case No. 32,2,2018-05-15 20:47:41,0,0,351
Case No. 32,4,2018-05-15 21:06:03,0,0,352
Case No. 33,0,2018-05-16 09:26:51,2,0,353
Case No. 33,1,2018-05-16 09:29:09,4,0,354
Case No. 33,2,2018-05-16 10:38:26,0,0,355
Case No. 33,2,2018-05-16 10:55:03,0,0,356
Case No. 33,2,2018-05-16 11:37:21,0,0,357
Case No. 33,2,2018-05-16 12:01:28,0,0,358
Case No. 33,2,2018-05-16 12:26:37,0,0,359
Case No. 33,2,2018-05-16 12:31:54,0,0,360
Case No. 33,1,2018-05-16 12:39:09,0,0,361
Case No. 33,2,2018-05-16 12:54:07,0,0,362
Case No. 33,2,2018-05-16 13:15:43,0,0,363
Case No. 34,0,2018-05-15 22:49:25,0,0,364
Case No. 34,1,2018-05-15 22:49:57,1,0,365
Case No. 34,2,2018-05-15 22:59:24,2,0,366
Case No. 34,3,2018-05-15 23:02:45,0,0,367
Case No. 34,4,2018-05-15 23:29:54,2,0,368
Case No. 34,2,2018-05-15 23:32:30,0,0,369
Case No. 34,4,2018-05-15 23:46:19,0,0,370
Case No. 34,1,2018-05-16 00:04:38,0,0,371
Case No. 34,2,2018-05-16 00:08:49,0,0,372
Case No. 34,2,2018-05-16 00:58:13,0,0,373
Case No. 34,4,2018-05-16 01:16:25,0,0,374
Case No. 35,0,2018-05-16 13:51:33,4,0,375
Case No. 35,1,2018-05-16 14:07:30,4,0,376
Case No. 35,2,2018-05-16 14:15:49,0,0,377
Case No. 35,2,2018-05-16 14:29:51,0,0,378
Case No. 35,2,2018-05-16 14:53:34,0,0,379
Case No. 35,2,2018-05-16 15:05:51,0,0,380
Case No. 35,2,2018-05-16 15:30:54,0,0,381
Case No. 35,2,2018-05-16 15:38:50,0,0,382
Case No. 35,1,2018-05-16 16:17:23,0,0,383
Case No. 35,2,2018-05-16 16:36:06,0,0,384
Case No. 35,2,2018-05-16 17:01:44,0,0,385
Case No. 36,0,2018-05-15 06:50:23,4,0,386
Case No. 36,1,2018-05-15 06:53:49,1,0,387
Case No. 36,2,2018-05-15 07:13:29,0,0,388
Case No. 36,3,2018-05-15 07:30:51,3,0,389
Case No. 36,4,2018-05-15 08:25:16,4,0,390
Case No. 36,2,2018-05-15 08:25:37,0,0,391
Case No. 36,4,2018-05-15 08:42:17,0,0,392
Case No. 36,1,2018-05-15 08:53:35,0,0,393
Case No. 36,2,2018-05-15 08:55:14,0,0,394
Case No. 36,2,2018-05-15 09:10:38,0,0,395
Case No. 36,4,2018-05-15 09:15:13,0,0,396
Case No. 37,0,2018-05-16 17:34:12,3,0,397
Case No. 37,1,2018-05-16 17:38:46,4,0,398
Case No. 37,2,2018-05-16 17:43:24,0,0,399
Case No. 37,2,2018-05-16 17:45:27,0,0,400
Case No. 37,2,2018-05-16 17:55:45,0,0,401
Case No. 37,2,2018-05-16 18:58:32,0,0,402
Case No. 37,2,2018-05-16 19:34:02,0,0,403
Case No. 37,2,2018-05-16 19:56:33,0,0,404
Case No. 37,1,2018-05-16 19:56:33,0,0,405
Case No. 37,2,2018-05-16 20:02:55,0,0,406
Case No. 37,2,2018-05-16 20:06:42,0,0,407
Case No. 38,0,2018-05-16 01:31:18,2,0,408
Case No. 38,1,2018-05-16 01:36:54,1,0,409
Case No. 38,2,2018-05-16 02:00:51,2,0,410
Case No. 38,3,2018-05-16 02:24:50,0,0,411
Case No. 38,4,2018-05-16 02:39:07,2,0,412
Case No. 38,2,2018-05-16 02:57:54,0,0,413
Case No. 38,4,2018-05-16 03:06:15,0,0,414
Case No. 38,1,2018-05-16 03:08:10,0,0,415
Case No. 38,2,2018-05-16 03:43:14,0,0,416
Case No. 38,2,2018-05-16 03:49:39,0,0,417
Case No. 38,4,2018-05-16 04:29:22,0,0,418
Case No. 39,0,2018-05-14 17:24:50,0,0,419
Case No. 39,1,2018-05-14 18:16:13,0,0,420
Case No. 39,2,2018-05-14 18:37:44,0,0,421
Case No. 39,3,2018-05-14 18:44:52,3,0,422
Case No. 39,1,2018-05-14 19:08:39,2,0,423
Case No. 39,2,2018-05-14 19:26:24,0,0,424
Case No. 39,1,2018-05-14 19:30:45,0,0,425
Case No. 39,2,2018-05-14 20:03:26,1,0,426
Case No. 39,4,2018-05-14 20:26:04,0,0,427
Case No. 39,1,2018-05-14 20:39:44,3,0,428
Case No. 39,2,2018-05-14 21:20:31,4,0,429
Case No. 40,0,2018-05-15 10:14:09,3,0,430
Case No. 40,1,2018-05-15 10:20:31,1,0,431
Case No. 40,2,2018-05-15 10:20:41,0,0,432
Case No. 40,3,2018-05-15 11:07:14,3,0,433
Case No. 40,4,2018-05-15 11:20:13,4,0,434
Case No. 40,2,2018-05-15 11:26:08,0,0,435
Case No. 40,4,2018-05-15 11:36:51,0,0,436
Case No. 40,1,2018-05-15 12:22:22,0,0,437
Case No. 40,2,2018-05-15 12:27:16,0,0,438
Case No. 40,2,2018-05-15 13:05:42,0,0,439
Case No. 40,4,2018-05-15 13:09:58,0,0,440
Case No. 41,0,2018-05-16 21:30:33,3,0,441
Case No. 41,1,2018-05-16 22:13:02,1,0,442
Case No. 41,2,2018-05-16 22:43:39,0,0,443
Case No. 41,2,2018-05-16 23:00:07,0,0,444
Case No. 41,2,2018-05-16 23:05:49,0,0,445
Case No. 41,2,2018-05-16 23:14:22,0,0,446
Case No. 41,2,2018-05-16 23:15:18,0,0,447
Case No. 41,2,2018-05-17 00:06:52,0,0,448
Case No. 41,1,2018-05-17 00:27:43,0,0,449
Case No. 41,2,2018-05-17 00:29:59,0,0,450
Case No. 41,2,2018-05-17 01:15:47,0,0,451
Case No. 42,0,2018-05-16 05:41:58,4,0,452
Case No. 42,1,2018-05-16 05:49:39,1,0,453
Case No. 42,2,2018-05-16 06:20:17,2,0,454
Case No. 42,3,2018-05-16 06:25:04,0,0,455
Case No. 42,4,2018-05-16 06:47:22,2,0,456
Case No. 42,2,2018-05-16 07:20:33,0,0,457
Case No. 42,4,2018-05-16 07:24:01,0,0,458
Case No. 42,1,2018-05-16 08:13:36,0,0,459
Case No. 42,2,2018-05-16 08:35:50,0,0,460
Case No. 42,2,2018-05-16 09:10:25,0,0,461
Case No. 42,4,2018-05-16 09:15:52,0,0,462
Case No. 43,0,2018-05-17 01:33:56,0,0,463
Case No. 43,1,2018-05-17 01:37:48,1,0,464
Case No. 43,2,2018-05-17 01:47:44,0,0,465
Case No. 43,2,2018-05-17 01:47:54,0,0,466
Case No. 43,2,2018-05-17 02:24:23,0,0,467
Case No. 43,2,2018-05-17 02:36:28,0,0,468
Case No. 43,2,2018-05-17 03:11:34,0,0,469
Case No. 43,2,2018-05-17 03:32:23,0,0,470
Case No. 43,1,2018-05-17 04:11:50,0,0,471
Case No. 43,2,2018-05-17 04:32:23,0,0,472
Case No. 43,2,2018-05-17 04:59:34,0,0,473
Case No. 44,0,2018-05-16 09:43:13,1,0,474
Case No. 44,1,2018-05-16 09:49:05,1,0,475
Case No. 44,2,2018-05-16 09:59:16,2,0,476
Case No. 44,3,2018-05-16 10:13:07,0,0,477
Case No. 44,4,2018-05-16 10:31:04,2,0,478
Case No. 44,2,2018-05-16 11:15:57,0,0,479
Case No. 44,4,2018-05-16 11:36:41,0,0,480
Case No. 44,1,2018-05-16 11:49:38,0,0,481
Case No. 44,2,2018-05-16 12:13:37,0,0,482
Case No. 44,2,2018-05-16 12:37:40,0,0,483
Case No. 44,4,2018-05-16 13:13:03,0,0,484
Case No. 45,0,2018-05-17 05:35:08,0,0,485
Case No. 45,1,2018-05-17 05:40:08,3,0,486
Case No. 45,2,2018-05-17 06:31:11,0,0,487
Case No. 45,2,2018-05-17 07:11:44,0,0,488
Case No. 45,2,2018-05-17 07:54:43,0,0,489
Case No. 45,2,2018-05-17 08:16:19,0,0,490
Case No. 45,2,2018-05-17 08:18:52,0,0,491
Case No. 45,2,2018-05-17 08:29:36,0,0,492
Case No. 45,1,2018-05-17 08:38:20,0,0,493
Case No. 45,2,2018-05-17 08:57:50,0,0,494
Case No. 45,2,2018-05-17 09:06:05,0,0,495
Case No. 46,0,2018-05-15 13:23:18,1,0,496
