CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
Case No. 7,1,2018-05-12 16:29:35,1,66
Case No. 8,0,2018-05-12 12:05:12,0,0
Case No. 8,3,2018-05-12 12:05:33,0,21
Case No. 8,2,2018-05-12 12:07:01,0,88
Case No. 8,8,2018-05-12 12:09:21,2,140
Case No. 8,4,2018-05-12 12:10:34,0,73
Case No. 8,5,2018-05-12 12:11:00,1,26
Case No. 8,8,2018-05-12 12:12:03,1,63
Case No. 8,5,2018-05-12 12:12:23,2,20
Case No. 8,6,2018-05-12 12:13:13,2,50
Case No. 8,1,2018-05-12 12:15:06,0,113
Case No. 8,7,2018-05-12 12:17:23,0,97
Case No. 8,8,2018-05-12 12:19:50,0,147
Case No. 9,0,2018-05-12 04:21:59,0,0
Case No. 9,2,2018-05-12 04:24:07,1,128
Case No. 9,9,2018-05-12 04:26:26,4,139
Case No. 9,8,2018-05-12 04:28:29,0,123
Case No. 9,4,2018-05-12 04:28:32,0,3
Case No. 9,1,2018-05-12 04:28:45,1,13
Case No. 9,3,2018-05-12 04:30:05,1,80
Case No. 9,5,2018-05-12 04:31:43,0,98
Case No. 9,2,2018-05-12 04:32:07,0,24
Case No. 9,7,2018-05-12 04:33:58,1,47
Case No. 9,8,2018-05-12 04:34:22,0,24
Case No. 9,6,2018-05-12 04:35:27,0,65
Case No. 10,0,2018-05-12 08:24:14,0,0
Case No. 10,5,2018-05-12 08:26:21,0,127
Case No. 10,2,2018-05-12 08:28:11,3,110
Case No. 10,8,2018-05-12 08:29:16,0,65
Case No. 10,3,2018-05-12 08:30:02,0,46
Case No. 10,4,2018-05-12 08:31:35,0,93
Case No. 10,6,2018-05-12 08:32:07,3,32
Case No. 10,1,2018-05-12 08:34:28,0,141
Case No. 10,8,2018-05-12 08:34:52,0,24
Case No. 10,7,2018-05-12 08:37:14,0,138
Case No. 10,8,2018-05-12 08:38:09,0,55
Case No. 10,8,2018-05-12 08:38:39,2,30
Case No. 11,0,2018-05-12 19:50:32,0,0
Case No. 11,3,2018-05-12 19:52:03,0,91
Case No. 11,2,2018-05-12 19:54:13,0,130
Case No. 11,5,2018-05-12 19:55:11,0,58
Case No. 11,4,2018-05-12 19:57:21,0,130
Case No. 11,8,2018-05-12 19:58:50,1,89
Case No. 11,6,2018-05-12 20:00:17,0,87
Case No. 11,1,2018-05-12 20:02:16,0,119
Case No. 11,3,2018-05-12 20:04:37,0,141
Case No. 11,8,2018-05-12 20:06:30,0,113
Case No. 11,8,2018-05-12 20:08:57,0,147
Case No. 11,7,2018-05-12 20:10:47,0,49
Case No. 12,0,2018-05-12 15:47:32,0,0
Case No. 12,2,2018-05-12 15:49:16,0,104
Case No. 12,3,2018-05-12 15:49:44,0,28
Case No. 12,4,2018-05-12 15:51:23,0,99
Case No. 12,1,2018-05-12 15:53:51,2,148
Case No. 12,2,2018-05-12 15:54:32,0,41
Case No. 12,5,2018-05-12 15:56:41,0,129
Case No. 12,6,2018-05-12 15:57:06,2,25
Case No. 12,1,2018-05-12 15:59:14,0,128
Case No. 12,8,2018-05-12 16:00:14,0,60
Case No. 12,5,2018-05-12 16:00:32,0,18
Case No. 12,7,2018-05-12 16:02:46,0,118
Case No. 13,0,2018-05-13 00:31:10,4,0
Case No. 13,2,2018-05-13 00:32:45,0,95
Case No. 13,3,2018-05-13 00:35:06,0,141
Case No. 13,4,2018-05-13 00:36:23,4,77
Case No. 13,5,2018-05-13 00:37:39,0,76
Case No. 13,8,2018-05-13 00:39:31,1,112
Case No. 13,2,2018-05-13 00:40:34,0,63
Case No. 13,7,2018-05-13 00:41:01,0,102
Case No. 13,6,2018-05-13 00:41:26,1,25
Case No. 13,1,2018-05-13 00:42:06,0,40
Case No. 13,8,2018-05-13 00:42:10,0,4
Case No. 13,3,2018-05-13 00:42:33,0,23
Case No. 14,0,2018-05-12 19:50:37,0,0
Case No. 14,2,2018-05-12 19:51:38,0,61
Case No. 14,3,2018-05-12 19:51:49,0,11
Case No. 14,4,2018-05-12 19:53:19,0,90
Case No. 14,5,2018-05-12 19:55:27,0,128
Case No. 14,6,2018-05-12 19:57:39,2,132
Case No. 14,1,2018-05-12 19:59:51,0,132
Case No. 14,8,2018-05-12 20:00:10,1,19
Case No. 14,8,2018-05-12 20:01:26,0,76
Case No. 14,7,2018-05-12 20:03:15,0,36
Case No. 14,8,2018-05-12 20:04:40,0,85
Case No. 14,1,2018-05-12 20:06:37,0,117
Case No. 15,0,2018-05-13 03:48:18,0,0
Case No. 15,5,2018-05-13 03:48:29,0,11
Case No. 15,2,2018-05-13 03:49:09,0,40
Case No. 15,3,2018-05-13 03:51:34,0,145
Case No. 15,4,2018-05-13 03:53:03,0,89
Case No. 15,8,2018-05-13 03:53:55,1,52
Case No. 15,6,2018-05-13 03:56:08,0,133
Case No. 15,1,2018-05-13 03:56:45,0,37
Case No. 15,1,2018-05-13 03:57:43,1,58
Case No. 15,3,2018-05-13 03:58:06,0,23
Case No. 15,7,2018-05-13 03:58:07,0,135
Case No. 15,9,2018-05-13 03:59:31,0,84
Case No. 16,0,2018-05-12 11:48:41,0,0
Case No. 16,3,2018-05-12 11:49:35,1,54
Case No. 16,2,2018-05-12 11:50:58,0,83
Case No. 16,8,2018-05-12 11:51:58,3,60
Case No. 16,4,2018-05-12 11:54:13,1,135
Case No. 16,5,2018-05-12 11:56:43,1,150
Case No. 16,5,2018-05-12 11:57:29,0,46
Case No. 16,7,2018-05-12 11:58:37,2,132
Case No. 16,2,2018-05-12 12:01:02,0,145
Case No. 16,8,2018-05-12 12:02:42,1,100
Case No. 16,6,2018-05-12 12:05:04,3,142
Case No. 16,1,2018-05-12 12:07:17,0,133
Case No. 17,0,2018-05-13 07:53:08,0,0
Case No. 17,2,2018-05-13 07:54:45,0,97
Case No. 17,3,2018-05-13 07:55:56,0,71
Case No. 17,5,2018-05-13 07:56:26,0,30
Case No. 17,4,2018-05-13 07:58:24,0,118
Case No. 17,8,2018-05-13 07:58:43,1,19
Case No. 17,2,2018-05-13 08:00:09,0,86
Case No. 17,1,2018-05-13 08:01:54,0,105
Case No. 17,6,2018-05-13 08:02:25,0,31
Case No. 17,1,2018-05-13 08:04:47,0,142
Case No. 17,7,2018-05-13 08:06:53,0,136
Case No. 17,1,2018-05-13 08:08:30,0,97
Case No. 18,0,2018-05-13 00:06:22,0,0
Case No. 18,5,2018-05-13 00:08:24,0,122
Case No. 18,3,2018-05-13 00:10:50,0,146
Case No. 18,2,2018-05-13 00:11:01,0,11
Case No. 18,4,2018-05-13 00:12:52,0,111
Case No. 18,6,2018-05-13 00:15:22,2,150
Case No. 18,1,2018-05-13 00:15:27,0,5
Case No. 18,1,2018-05-13 00:16:01,0,34
Case No. 18,1,2018-05-13 00:17:58,0,117
Case No. 18,8,2018-05-13 00:19:33,0,95
Case No. 18,9,2018-05-13 00:20:37,0,64
Case No. 18,7,2018-05-13 00:22:04,0,112
Case No. 19,0,2018-05-12 09:03:18,0,0
Case No. 19,2,2018-05-12 09:04:40,1,82
Case No. 19,4,2018-05-12 09:06:27,0,107
Case No. 19,1,2018-05-12 09:08:21,1,114
Case No. 19,3,2018-05-12 09:09:43,0,82
Case No. 19,8,2018-05-12 09:12:07,0,144
Case No. 19,5,2018-05-12 09:12:56,0,49
Case No. 19,8,2018-05-12 09:14:05,0,69
Case No. 19,7,2018-05-12 09:15:33,0,29
Case No. 19,9,2018-05-12 09:15:52,0,19
Case No. 19,9,2018-05-12 09:17:19,0,87
Case No. 19,9,2018-05-12 09:18:08,0,49
Case No. 20,0,2018-05-12 15:48:40,0,0
Case No. 20,2,2018-05-12 15:48:57,0,17
Case No. 20,3,2018-05-12 15:50:27,0,90
Case No. 20,4,2018-05-12 15:50:58,0,31
Case No. 20,5,2018-05-12 15:52:44,3,106
Case No. 20,2,2018-05-12 15:54:31,3,107
Case No. 20,1,2018-05-12 15:55:09,0,38
Case No. 20,9,2018-05-12 15:55:38,0,29
Case No. 20,7,2018-05-12 15:55:45,0,55
Case No. 20,6,2018-05-12 15:57:54,3,129
Case No. 20,1,2018-05-12 15:58:17,0,23
Case No. 20,8,2018-05-12 15:59:54,0,97
Case No. 21,0,2018-05-13 12:37:54,0,0
Case No. 21,3,2018-05-13 12:38:25,0,31
Case No. 21,2,2018-05-13 12:40:28,0,123
Case No. 21,4,2018-05-13 12:41:34,0,66
Case No. 21,5,2018-05-13 12:42:28,0,54
Case No. 21,8,2018-05-13 12:43:11,1,43
Case No. 21,3,2018-05-13 12:45:26,0,135
Case No. 21,7,2018-05-13 12:47:56,0,42
Case No. 21,6,2018-05-13 12:49:14,0,78
Case No. 21,1,2018-05-13 12:51:22,0,128
Case No. 21,1,2018-05-13 12:52:27,0,65
Case No. 21,1,2018-05-13 12:54:56,0,149
Case No. 22,0,2018-05-13 03:52:30,2,0
Case No. 22,2,2018-05-13 03:53:20,0,50
Case No. 22,3,2018-05-13 03:54:42,0,82
Case No. 22,5,2018-05-13 03:56:18,0,96
Case No. 22,4,2018-05-13 03:58:40,0,142
Case No. 22,6,2018-05-13 03:58:42,2,2
Case No. 22,1,2018-05-13 04:00:13,0,91
Case No. 22,7,2018-05-13 04:02:16,0,67
Case No. 22,1,2018-05-13 04:04:31,0,135
Case No. 22,1,2018-05-13 04:04:46,1,15
Case No. 22,8,2018-05-13 04:06:09,0,83
Case No. 22,3,2018-05-13 04:08:13,0,124
Case No. 23,0,2018-05-13 16:03:17,0,0
Case No. 23,2,2018-05-13 16:03:56,0,39
Case No. 23,3,2018-05-13 16:05:45,0,109
Case No. 23,4,2018-05-13 16:07:02,0,77
Case No. 23,5,2018-05-13 16:08:18,0,76
Case No. 23,8,2018-05-13 16:10:08,1,110
Case No. 23,7,2018-05-13 16:11:53,0,11
Case No. 23,8,2018-05-13 16:13:27,0,94
Case No. 23,6,2018-05-13 16:15:29,0,122
Case No. 23,1,2018-05-13 16:17:32,0,123
Case No. 23,1,2018-05-13 16:18:55,0,83
Case No. 23,1,2018-05-13 16:20:11,0,76
Case No. 24,0,2018-05-13 08:37:55,0,0
Case No. 24,3,2018-05-13 08:39:50,0,115
Case No. 24,2,2018-05-13 08:39:56,0,6
Case No. 24,4,2018-05-13 08:41:31,0,95
Case No. 24,5,2018-05-13 08:42:02,0,31
Case No. 24,6,2018-05-13 08:42:44,2,42
Case No. 24,1,2018-05-13 08:45:00,0,136
Case No. 24,1,2018-05-13 08:46:06,0,66
Case No. 24,7,2018-05-13 08:47:47,0,91
Case No. 24,1,2018-05-13 08:47:54,0,7
Case No. 24,1,2018-05-13 08:47:55,1,1
Case No. 24,1,2018-05-13 08:49:15,0,80
Case No. 25,0,2018-05-13 19:52:44,0,0
Case No. 25,2,2018-05-13 19:53:12,0,28
Case No. 25,3,2018-05-13 19:53:47,0,35
Case No. 25,4,2018-05-13 19:56:13,0,146
Case No. 25,5,2018-05-13 19:58:02,0,109
Case No. 25,8,2018-05-13 19:59:03,1,61
Case No. 25,7,2018-05-13 20:01:26,0,25
Case No. 25,1,2018-05-13 20:01:57,0,31
Case No. 25,6,2018-05-13 20:02:02,0,5
Case No. 25,1,2018-05-13 20:04:10,0,128
Case No. 25,1,2018-05-13 20:04:51,0,41
Case No. 25,1,2018-05-13 20:06:08,0,77
Case No. 26,0,2018-05-12 19:49:31,0,0
Case No. 26,2,2018-05-12 19:49:44,0,13
Case No. 26,3,2018-05-12 19:50:39,0,55
Case No. 26,4,2018-05-12 19:52:53,0,134
Case No. 26,5,2018-05-12 19:53:44,0,51
Case No. 26,6,2018-05-12 19:55:35,3,111
Case No. 26,1,2018-05-12 19:55:45,0,10
Case No. 26,8,2018-05-12 19:57:26,0,101
Case No. 26,2,2018-05-12 19:58:05,0,39
Case No. 26,1,2018-05-12 20:00:27,0,142
Case No. 26,7,2018-05-12 20:01:20,0,70
Case No. 26,1,2018-05-12 20:03:44,0,144
Case No. 27,0,2018-05-13 23:53:34,0,0
Case No. 27,3,2018-05-13 23:54:42,0,68
Case No. 27,2,2018-05-13 23:55:52,0,70
Case No. 27,4,2018-05-13 23:57:25,0,93
Case No. 27,5,2018-05-13 23:59:37,0,132
Case No. 27,8,2018-05-14 00:00:54,1,77
Case No. 27,7,2018-05-14 00:02:53,0,106
Case No. 27,8,2018-05-14 00:04:48,0,115
Case No. 27,6,2018-05-14 00:05:20,0,32
Case No. 27,1,2018-05-14 00:06:23,0,63
Case No. 27,8,2018-05-14 00:07:43,1,80
Case No. 27,1,2018-05-14 00:08:27,0,44
Case No. 28,0,2018-05-13 12:08:41,0,0
Case No. 28,2,2018-05-13 12:10:09,0,88
Case No. 28,3,2018-05-13 12:10:11,0,2
Case No. 28,4,2018-05-13 12:10:24,0,13
Case No. 28,5,2018-05-13 12:12:52,0,148
Case No. 28,6,2018-05-13 12:14:58,2,126
Case No. 28,1,2018-05-13 12:15:20,0,22
Case No. 28,1,2018-05-13 12:16:46,0,86
Case No. 28,7,2018-05-13 12:18:30,0,54
Case No. 28,1,2018-05-13 12:20:17,0,107
Case No. 28,1,2018-05-13 12:20:20,0,3
Case No. 28,1,2018-05-13 12:21:09,0,49
Case No. 29,0,2018-05-12 12:22:56,0,0
Case No. 29,2,2018-05-12 12:24:42,0,106
Case No. 29,4,2018-05-12 12:26:21,0,99
Case No. 29,1,2018-05-12 12:27:29,1,68
Case No. 29,3,2018-05-12 12:29:32,0,123
Case No. 29,8,2018-05-12 12:30:26,0,54
Case No. 29,8,2018-05-12 12:31:33,0,67
Case No. 29,5,2018-05-12 12:33:10,0,97
Case No. 29,7,2018-05-12 12:35:39,0,111
Case No. 29,9,2018-05-12 12:37:28,0,109
Case No. 29,8,2018-05-12 12:37:38,0,10
Case No. 29,8,2018-05-12 12:37:53,0,15
Case No. 30,0,2018-05-12 23:49:34,0,0
Case No. 30,5,2018-05-12 23:50:40,0,66
Case No. 30,3,2018-05-12 23:53:09,0,149
Case No. 30,2,2018-05-12 23:53:40,0,31
Case No. 30,4,2018-05-12 23:54:16,0,36
Case No. 30,6,2018-05-12 23:56:28,3,132
Case No. 30,1,2018-05-12 23:58:37,0,129
Case No. 30,1,2018-05-13 00:00:05,0,88
Case No. 30,7,2018-05-13 00:00:20,0,127
Case No. 30,9,2018-05-13 00:01:41,0,81
Case No. 30,8,2018-05-13 00:03:41,0,120
Case No. 30,2,2018-05-13 00:04:47,0,66
Case No. 31,0,2018-05-14 04:03:19,1,0
Case No. 31,2,2018-05-14 04:04:18,0,59
Case No. 31,3,2018-05-14 04:06:00,0,102
Case No. 31,4,2018-05-14 04:08:29,0,149
Case No. 31,5,2018-05-14 04:08:51,0,22
Case No. 31,8,2018-05-14 04:10:26,1,95
Case No. 31,7,2018-05-14 04:10:38,0,26
Case No. 31,1,2018-05-14 04:12:17,0,99
Case No. 31,6,2018-05-14 04:12:34,0,17
Case No. 31,1,2018-05-14 04:14:03,0,89
Case No. 31,1,2018-05-14 04:14:51,0,48
Case No. 31,1,2018-05-14 04:15:06,0,15
Case No. 32,0,2018-05-13 16:15:56,1,0
Case No. 32,2,2018-05-13 16:17:25,0,89
Case No. 32,3,2018-05-13 16:18:46,0,81
Case No. 32,4,2018-05-13 16:21:12,0,146
Case No. 32,5,2018-05-13 16:22:04,0,52
Case No. 32,6,2018-05-13 16:24:34,2,150
Case No. 32,1,2018-05-13 16:26:27,0,113
Case No. 32,1,2018-05-13 16:28:32,0,125
Case No. 32,7,2018-05-13 16:28:47,0,81
Case No. 32,1,2018-05-13 16:31:12,0,145
Case No. 32,1,2018-05-13 16:31:25,0,13
Case No. 32,1,2018-05-13 16:31:32,0,7
Case No. 33,0,2018-05-14 08:09:35,4,0
Case No. 33,2,2018-05-14 08:11:55,0,140
Case No. 33,3,2018-05-14 08:14:20,0,145
Case No. 33,4,2018-05-14 08:16:33,0,133
Case No. 33,5,2018-05-14 08:18:47,0,134
Case No. 33,8,2018-05-14 08:21:07,1,140
Case No. 33,7,2018-05-14 08:23:09,0,135
Case No. 33,1,2018-05-14 08:24:17,0,68
Case No. 33,6,2018-05-14 08:25:43,0,86
Case No. 33,1,2018-05-14 08:27:45,0,122
Case No. 33,1,2018-05-14 08:28:35,0,50
Case No. 33,1,2018-05-14 08:29:15,0,40
Case No. 34,0,2018-05-13 20:20:56,4,0
Case No. 34,2,2018-05-13 20:21:04,0,8
Case No. 34,3,2018-05-13 20:22:10,0,66
Case No. 34,4,2018-05-13 20:24:12,0,122
Case No. 34,5,2018-05-13 20:25:49,0,97
Case No. 34,6,2018-05-13 20:28:05,2,136
Case No. 34,1,2018-05-13 20:29:05,0,60
Case No. 34,1,2018-05-13 20:30:51,0,106
Case No. 34,7,2018-05-13 20:31:19,0,120
Case No. 34,1,2018-05-13 20:32:21,0,62
Case No. 34,1,2018-05-13 20:33:52,0,91
Case No. 34,1,2018-05-13 20:35:15,0,83
Case No. 35,0,2018-05-14 11:49:51,2,0
Case No. 35,2,2018-05-14 11:50:55,0,64
Case No. 35,3,2018-05-14 11:51:40,0,45
Case No. 35,4,2018-05-14 11:53:20,0,100
Case No. 35,5,2018-05-14 11:55:17,0,117
Case No. 35,8,2018-05-14 11:56:21,1,64
Case No. 35,7,2018-05-14 11:57:12,0,107
Case No. 35,1,2018-05-14 11:58:47,0,95
Case No. 35,6,2018-05-14 11:59:50,0,63
Case No. 35,1,2018-05-14 12:00:00,0,10
Case No. 35,1,2018-05-14 12:02:05,0,125
Case No. 35,1,2018-05-14 12:04:31,0,146
Case No. 36,0,2018-05-13 03:55:54,0,0
Case No. 36,5,2018-05-13 03:56:55,0,61
Case No. 36,1,2018-05-13 03:59:22,0,147
Case No. 36,9,2018-05-13 04:00:59,0,97
Case No. 36,2,2018-05-13 04:02:20,0,81
Case No. 36,8,2018-05-13 04:02:48,3,28
Case No. 36,8,2018-05-13 04:03:29,1,41
Case No. 36,3,2018-05-13 04:05:13,3,104
Case No. 36,4,2018-05-13 04:05:24,0,11
Case No. 36,6,2018-05-13 04:07:48,3,144
Case No. 36,1,2018-05-13 04:08:13,0,25
Case No. 36,7,2018-05-13 04:08:32,0,25
Case No. 37,0,2018-05-14 15:58:07,3,0
Case No. 37,2,2018-05-14 16:00:05,0,118
Case No. 37,3,2018-05-14 16:02:11,0,126
Case No. 37,4,2018-05-14 16:02:19,0,8
Case No. 37,5,2018-05-14 16:02:23,0,4
Case No. 37,8,2018-05-14 16:04:28,1,125
Case No. 37,7,2018-05-14 16:04:41,0,69
Case No. 37,1,2018-05-14 16:07:04,0,143
Case No. 37,6,2018-05-14 16:07:56,0,52
Case No. 37,1,2018-05-14 16:10:13,0,137
Case No. 37,1,2018-05-14 16:11:29,0,76
Case No. 37,1,2018-05-14 16:12:33,0,64
Case No. 38,0,2018-05-14 00:16:33,2,0
Case No. 38,2,2018-05-14 00:17:07,0,34
Case No. 38,3,2018-05-14 00:19:09,0,122
Case No. 38,4,2018-05-14 00:21:15,0,126
Case No. 38,5,2018-05-14 00:23:45,0,150
Case No. 38,6,2018-05-14 00:24:17,2,32
Case No. 38,1,2018-05-14 00:25:55,0,98
Case No. 38,1,2018-05-14 00:28:16,0,141
Case No. 38,7,2018-05-14 00:29:35,0,65
Case No. 38,1,2018-05-14 00:29:57,0,22
Case No. 38,1,2018-05-14 00:31:15,0,78
Case No. 38,1,2018-05-14 00:33:37,0,142
Case No. 39,0,2018-05-12 16:24:13,0,0
Case No. 39,2,2018-05-12 16:25:49,0,96
Case No. 39,4,2018-05-12 16:27:41,0,112
Case No. 39,1,2018-05-12 16:27:51,1,10
Case No. 39,3,2018-05-12 16:29:02,0,71
Case No. 39,8,2018-05-12 16:30:08,0,66
Case No. 39,5,2018-05-12 16:31:52,0,104
Case No. 39,7,2018-05-12 16:32:48,0,105
Case No. 39,8,2018-05-12 16:34:18,0,90
Case No. 39,8,2018-05-12 16:34:20,0,2
Case No. 39,1,2018-05-12 16:35:47,0,87
Case No. 39,3,2018-05-12 16:38:06,0,139
Case No. 40,0,2018-05-13 08:03:00,0,0
Case No. 40,2,2018-05-13 08:05:22,0,142
Case No. 40,3,2018-05-13 08:06:53,0,91
Case No. 40,4,2018-05-13 08:08:20,0,87
Case No. 40,5,2018-05-13 08:10:23,0,123
Case No. 40,6,2018-05-13 08:11:25,3,62
Case No. 40,1,2018-05-13 08:11:27,0,2
Case No. 40,8,2018-05-13 08:12:34,2,67
Case No. 40,7,2018-05-13 08:14:25,0,54
Case No. 40,1,2018-05-13 08:15:58,0,93
Case No. 40,8,2018-05-13 08:17:17,0,79
Case No. 40,1,2018-05-13 08:18:00,0,43
Case No. 41,0,2018-05-14 19:59:49,3,0
Case No. 41,2,2018-05-14 20:01:13,2,84
Case No. 41,3,2018-05-14 20:03:25,0,132
Case No. 41,4,2018-05-14 20:04:29,0,64
Case No. 41,5,2018-05-14 20:06:53,0,144
Case No. 41,8,2018-05-14 20:08:10,1,77
Case No. 41,7,2018-05-14 20:09:40,0,72
Case No. 41,1,2018-05-14 20:09:54,0,14
Case No. 41,6,2018-05-14 20:10:04,0,10
Case No. 41,1,2018-05-14 20:11:55,0,111
Case No. 41,1,2018-05-14 20:13:27,0,92
Case No. 41,1,2018-05-14 20:15:15,0,108
Case No. 42,0,2018-05-14 03:59:22,3,0
Case No. 42,2,2018-05-14 04:01:27,0,125
Case No. 42,3,2018-05-14 04:03:23,0,116
Case No. 42,4,2018-05-14 04:04:24,0,61
Case No. 42,5,2018-05-14 04:06:23,0,119
Case No. 42,6,2018-05-14 04:07:36,2,73
Case No. 42,1,2018-05-14 04:07:43,0,7
Case No. 42,1,2018-05-14 04:09:04,0,81
Case No. 42,7,2018-05-14 04:10:06,0,51
Case No. 42,1,2018-05-14 04:12:19,0,133
Case No. 42,1,2018-05-14 04:14:12,0,113
Case No. 42,1,2018-05-14 04:14:39,0,27
Case No. 43,0,2018-05-14 23:52:16,0,0
Case No. 43,2,2018-05-14 23:53:21,1,65
Case No. 43,3,2018-05-14 23:53:47,0,26
Case No. 43,4,2018-05-14 23:55:34,0,107
Case No. 43,5,2018-05-14 23:57:27,0,113
Case No. 43,8,2018-05-14 23:59:11,1,104
Case No. 43,7,2018-05-15 00:00:35,0,43
Case No. 43,1,2018-05-15 00:01:12,0,37
Case No. 43,6,2018-05-15 00:02:19,0,67
Case No. 43,1,2018-05-15 00:04:39,0,140
Case No. 43,1,2018-05-15 00:05:50,0,71
Case No. 43,1,2018-05-15 00:07:53,0,123
Case No. 44,0,2018-05-14 07:49:51,3,0
Case No. 44,2,2018-05-14 07:51:45,2,114
Case No. 44,3,2018-05-14 07:53:18,0,93
Case No. 44,4,2018-05-14 07:54:11,0,53
Case No. 44,5,2018-05-14 07:54:43,0,32
Case No. 44,6,2018-05-14 07:56:40,2,117
Case No. 44,1,2018-05-14 07:57:05,0,25
Case No. 44,1,2018-05-14 07:59:35,0,150
Case No. 44,7,2018-05-14 08:01:02,0,70
Case No. 44,1,2018-05-14 08:02:09,0,67
Case No. 44,1,2018-05-14 08:02:53,0,44
Case No. 44,1,2018-05-14 08:04:33,0,100
Case No. 45,0,2018-05-15 05:16:26,1,0
Case No. 45,2,2018-05-15 05:16:49,1,23
Case No. 45,3,2018-05-15 05:17:27,0,38
Case No. 45,4,2018-05-15 05:18:44,0,77
Case No. 45,5,2018-05-15 05:19:51,0,67
Case No. 45,8,2018-05-15 05:21:17,1,86
