CaseID,ActivityID,CompleteTimestamp,Resource,ElapsedTime
Application_1529124572,8,2016-01-04 17:53:48,11,0
Application_1529124572,9,2016-01-04 17:53:48,11,0
Application_1529124572,10,2016-01-26 12:44:36,23,1882248
Application_1529124572,11,2016-01-26 12:44:37,23,1
Application_1529124572,12,2016-01-26 12:44:57,23,20
Application_1529124572,13,2016-01-26 13:17:29,20,1952
Application_1529124572,14,2016-01-26 13:17:29,20,0
Application_1529124572,10,2016-01-26 17:02:48,15,13519
Application_1529124572,11,2016-01-26 17:02:48,15,0
Application_1529124572,15,2016-01-27 11:25:38,24,66170
Application_1529124572,16,2016-01-27 11:25:38,24,0
Application_387012864,0,2016-01-01 18:00:01,0,-2222737
Application_387012864,1,2016-01-01 18:00:01,0,0
Application_387012864,2,2016-01-01 18:01:36,0,95
Application_387012864,4,2016-01-02 16:40:57,1,81561
Application_387012864,5,2016-01-02 16:45:25,1,268
Application_387012864,6,2016-01-02 16:45:26,1,1
Application_387012864,3,2016-01-02 16:46:43,1,77
Application_387012864,7,2016-01-02 16:46:43,1,0
Application_387012864,8,2016-01-02 16:46:43,1,0
Application_387012864,9,2016-01-02 16:46:43,1,0
Application_387012864,21,2016-02-02 9:00:36,0,2650433
Application_387012864,19,2016-02-02 9:00:36,0,0
Application_1120819670,0,2016-01-01 18:22:50,0,-2731066
Application_1120819670,1,2016-01-01 18:22:50,0,0
Application_1120819670,2,2016-01-01 18:23:36,0,46
Application_1120819670,4,2016-01-02 11:52:01,1,62905
Application_1120819670,5,2016-01-02 11:55:46,1,225
Application_1120819670,6,2016-01-02 11:55:47,1,1
Application_1120819670,7,2016-01-02 11:59:50,1,243
Application_1120819670,8,2016-01-02 11:59:50,1,0
Application_1120819670,9,2016-01-02 11:59:50,1,0
Application_1120819670,11,2016-01-08 11:55:33,9,518143
Application_1120819670,12,2016-01-08 12:00:24,9,291
Application_1120819670,13,2016-01-08 17:20:19,14,19195
Application_1120819670,14,2016-01-08 17:20:19,14,0
Application_1120819670,10,2016-01-11 10:54:35,7,236056
Application_1120819670,11,2016-01-11 10:54:35,7,0
Application_1120819670,10,2016-01-11 11:42:07,14,2852
Application_1120819670,15,2016-01-11 11:42:07,14,0
Application_1120819670,16,2016-01-11 11:42:07,14,0
Application_180547487,0,2016-01-01 19:04:16,0,-837471
Application_180547487,1,2016-01-01 19:04:16,0,0
Application_180547487,2,2016-01-01 19:05:29,0,73
Application_180547487,4,2016-01-02 17:29:33,8,80644
Application_180547487,5,2016-01-02 17:31:45,8,132
Application_180547487,6,2016-01-02 17:31:47,8,2
Application_180547487,3,2016-01-02 17:34:40,8,173
Application_180547487,7,2016-01-02 17:34:40,8,0
Application_180547487,8,2016-01-02 17:34:40,8,0
Application_180547487,9,2016-01-02 17:34:40,8,0
Application_180547487,11,2016-01-11 13:00:37,3,761157
Application_180547487,12,2016-01-11 13:00:55,3,18
Application_180547487,13,2016-01-11 14:57:26,20,6991
Application_180547487,14,2016-01-11 14:57:26,20,0
Application_180547487,11,2016-01-11 17:20:27,7,8581
Application_180547487,10,2016-01-12 10:31:24,25,61857
Application_180547487,13,2016-01-12 10:31:24,25,0
Application_180547487,14,2016-01-12 10:31:24,25,0
Application_180547487,10,2016-01-12 12:58:18,9,8814
Application_180547487,11,2016-01-12 12:58:18,9,0
Application_180547487,10,2016-01-12 14:56:49,25,7111
Application_180547487,15,2016-01-12 14:56:49,25,0
Application_180547487,16,2016-01-12 14:56:49,25,0
Application_1966208034,0,2016-01-01 19:06:50,0,-935399
Application_1966208034,1,2016-01-01 19:06:50,0,0
Application_1966208034,2,2016-01-01 19:08:20,0,90
Application_1966208034,4,2016-01-02 17:47:16,8,81536
Application_1966208034,5,2016-01-02 17:52:19,8,303
Application_1966208034,6,2016-01-02 17:52:20,8,1
Application_1966208034,3,2016-01-02 17:59:33,8,433
Application_1966208034,7,2016-01-02 17:59:33,8,0
Application_1966208034,8,2016-01-02 17:59:33,8,0
Application_1966208034,9,2016-01-02 17:59:33,8,0
Application_1966208034,21,2016-02-02 9:00:21,0,2646048
Application_1966208034,19,2016-02-02 9:00:21,0,0
Application_1806387393,0,2016-01-01 19:58:26,0,-2725315
Application_1806387393,1,2016-01-01 19:58:26,0,0
Application_1806387393,20,2016-01-02 11:39:26,1,56460
Application_1806387393,2,2016-01-02 11:39:26,1,0
Application_1806387393,3,2016-01-04 10:23:30,5,168244
Application_1806387393,4,2016-01-04 10:30:58,5,448
Application_1806387393,5,2016-01-04 10:34:17,5,199
Application_1806387393,6,2016-01-04 10:34:19,5,2
Application_1806387393,3,2016-01-04 10:34:37,5,18
Application_1806387393,7,2016-01-04 10:34:37,5,0
Application_1806387393,8,2016-01-04 10:34:37,5,0
Application_1806387393,9,2016-01-04 10:34:37,5,0
Application_1806387393,11,2016-01-08 11:59:14,3,350677
Application_1806387393,12,2016-01-08 11:59:28,3,14
Application_1806387393,10,2016-01-11 15:19:39,14,271211
Application_1806387393,17,2016-01-11 15:19:39,14,0
Application_1806387393,18,2016-01-11 15:19:39,14,0
Application_1111870538,0,2016-01-01 21:13:17,0,-842782
Application_1111870538,1,2016-01-01 21:13:17,0,0
Application_1111870538,2,2016-01-01 21:13:53,0,36
Application_1111870538,4,2016-01-04 10:13:22,26,219569
Application_1111870538,5,2016-01-04 10:17:42,26,260
Application_1111870538,6,2016-01-04 10:17:43,26,1
Application_1111870538,3,2016-01-04 10:29:34,26,711
Application_1111870538,7,2016-01-04 10:29:34,26,0
Application_1111870538,8,2016-01-04 10:29:34,26,0
Application_1111870538,9,2016-01-04 10:29:34,26,0
Application_1111870538,21,2016-01-08 11:59:40,17,351006
Application_1111870538,19,2016-01-08 11:59:40,17,0
Application_1017492916,0,2016-01-01 21:18:43,0,-571257
Application_1017492916,1,2016-01-01 21:18:44,0,1
Application_1017492916,2,2016-01-01 21:19:56,0,72
Application_1017492916,3,2016-01-02 16:49:25,1,70169
Application_1017492916,4,2016-01-02 17:34:21,5,2696
Application_1017492916,5,2016-01-02 17:40:18,5,357
Application_1017492916,6,2016-01-02 17:40:19,5,1
Application_1017492916,7,2016-01-02 17:40:31,5,12
Application_1017492916,8,2016-01-02 17:40:31,5,0
Application_1017492916,9,2016-01-02 17:40:31,5,0
Application_1017492916,21,2016-02-02 9:00:27,0,2647196
Application_1017492916,19,2016-02-02 9:00:27,0,0
Application_2082119944,0,2016-01-01 23:14:25,0,-2713562
Application_2082119944,1,2016-01-01 23:14:25,0,0
Application_2082119944,2,2016-01-01 23:16:02,0,97
Application_2082119944,4,2016-01-04 10:08:23,27,211941
Application_2082119944,5,2016-01-04 10:10:26,27,123
Application_2082119944,6,2016-01-04 10:10:28,27,2
Application_2082119944,3,2016-01-04 10:11:25,27,57
Application_2082119944,7,2016-01-04 10:11:25,27,0
Application_2082119944,8,2016-01-04 10:11:25,27,0
Application_2082119944,9,2016-01-04 10:11:25,27,0
Application_2082119944,10,2016-01-14 10:20:43,19,864558
Application_2082119944,11,2016-01-14 10:20:44,19,1
Application_2082119944,12,2016-01-14 10:21:28,19,44
Application_2082119944,15,2016-01-14 16:38:04,4,22596
Application_2082119944,16,2016-01-14 16:38:04,4,0
Application_1018615109,0,2016-01-01 23:57:30,0,-1096834
Application_1018615109,1,2016-01-01 23:57:30,0,0
Application_1018615109,2,2016-01-01 23:58:53,0,83
Application_1018615109,4,2016-01-04 10:24:43,28,210350
Application_1018615109,5,2016-01-04 10:29:35,28,292
Application_1018615109,6,2016-01-04 10:29:36,28,1
Application_1018615109,5,2016-01-04 10:30:35,28,59
Application_1018615109,6,2016-01-04 10:30:36,28,1
Application_1018615109,3,2016-01-04 10:30:54,28,18
Application_1018615109,7,2016-01-04 10:30:54,28,0
Application_1018615109,7,2016-01-04 10:30:54,28,0
Application_1018615109,8,2016-01-04 10:30:54,28,0
Application_1018615109,9,2016-01-04 10:30:54,28,0
Application_1018615109,10,2016-01-13 12:24:28,9,784414
Application_1018615109,11,2016-01-13 12:24:28,9,0
Application_1018615109,12,2016-01-13 12:26:28,9,120
Application_1018615109,13,2016-01-13 13:45:42,20,4754
Application_1018615109,14,2016-01-13 13:45:42,20,0
Application_1018615109,15,2016-01-22 9:55:33,7,763791
Application_1018615109,16,2016-01-22 9:55:33,7,0
Application_1018615109,19,2016-01-22 9:55:33,7,0
Application_319587802,0,2016-01-02 3:08:49,0,-1752404
Application_319587802,1,2016-01-02 3:08:49,0,0
Application_319587802,20,2016-01-02 11:43:10,1,30861
Application_319587802,2,2016-01-02 11:43:10,1,0
Application_319587802,4,2016-01-06 19:40:00,30,374210
Application_319587802,5,2016-01-06 19:46:39,30,399
Application_319587802,6,2016-01-06 19:46:40,30,1
Application_319587802,5,2016-01-06 19:47:05,30,25
Application_319587802,6,2016-01-06 19:47:06,30,1
Application_319587802,3,2016-01-06 19:48:10,30,64
Application_319587802,7,2016-01-06 19:48:10,30,0
Application_319587802,7,2016-01-06 19:48:10,30,0
Application_319587802,8,2016-01-06 19:48:10,30,0
Application_319587802,9,2016-01-06 19:48:10,30,0
Application_319587802,5,2016-01-12 16:56:28,31,508098
Application_319587802,6,2016-01-12 16:56:29,31,1
Application_319587802,7,2016-01-12 16:56:42,31,13
Application_319587802,11,2016-01-22 11:13:44,19,843422
Application_319587802,12,2016-01-22 11:13:52,19,8
Application_319587802,10,2016-01-25 12:13:22,32,262770
Application_319587802,17,2016-01-25 12:13:22,32,0
Application_319587802,18,2016-01-25 12:13:22,32,0
Application_319587802,18,2016-01-25 12:13:22,32,0
Application_319587802,18,2016-01-25 12:13:22,32,0
Application_1846626914,0,2016-01-02 10:57:01,0,-1991781
Application_1846626914,1,2016-01-02 10:57:01,0,0
Application_1846626914,2,2016-01-02 10:58:40,0,99
Application_1846626914,4,2016-01-04 10:56:03,5,172643
Application_1846626914,5,2016-01-04 11:01:49,5,346
Application_1846626914,6,2016-01-04 11:01:50,5,1
Application_1846626914,3,2016-01-04 11:02:07,5,17
Application_1846626914,7,2016-01-04 11:02:07,5,0
Application_1846626914,8,2016-01-04 11:02:07,5,0
Application_1846626914,9,2016-01-04 11:02:07,5,0
Application_1846626914,10,2016-01-13 10:24:48,9,775361
Application_1846626914,11,2016-01-13 10:24:49,9,1
Application_1846626914,12,2016-01-13 10:28:52,9,243
Application_1846626914,13,2016-01-13 11:53:58,10,5106
Application_1846626914,14,2016-01-13 11:53:58,10,0
Application_1846626914,15,2016-01-13 14:28:00,14,9242
Application_1846626914,16,2016-01-13 14:28:00,14,0
Application_546206358,0,2016-01-02 10:57:03,0,-963057
Application_546206358,1,2016-01-02 10:57:03,0,0
Application_546206358,2,2016-01-02 10:59:10,0,127
Application_546206358,4,2016-01-04 10:09:27,33,169817
Application_546206358,5,2016-01-04 10:17:48,33,501
Application_546206358,6,2016-01-04 10:17:49,33,1
Application_546206358,3,2016-01-04 10:18:10,33,21
Application_546206358,7,2016-01-04 10:18:10,33,0
Application_546206358,8,2016-01-04 10:18:10,33,0
Application_546206358,9,2016-01-04 10:18:10,33,0
Application_546206358,10,2016-01-08 10:35:59,3,346669
Application_546206358,11,2016-01-08 10:36:00,3,1
Application_546206358,12,2016-01-08 10:36:50,3,50
Application_546206358,17,2016-01-11 11:39:35,12,262965
Application_546206358,18,2016-01-11 11:39:35,12,0
Application_931862671,0,2016-01-02 12:15:48,0,-775427
Application_931862671,1,2016-01-02 12:15:48,0,0
Application_931862671,2,2016-01-02 12:16:53,0,65
Application_931862671,4,2016-01-04 10:38:25,36,166892
Application_931862671,5,2016-01-04 10:42:28,36,243
Application_931862671,6,2016-01-04 10:42:29,36,1
Application_931862671,5,2016-01-04 10:42:50,36,21
Application_931862671,6,2016-01-04 10:42:51,36,1
Application_931862671,3,2016-01-04 10:43:45,36,54
Application_931862671,7,2016-01-04 10:43:45,36,0
Application_931862671,7,2016-01-04 10:43:45,36,0
Application_931862671,8,2016-01-04 10:43:45,36,0
Application_931862671,9,2016-01-04 10:43:45,36,0
Application_931862671,5,2016-01-29 11:42:10,17,2163505
Application_931862671,6,2016-01-29 11:42:12,17,2
Application_931862671,7,2016-01-29 11:42:26,17,14
Application_931862671,21,2016-02-01 21:18:40,37,293774
Application_931862671,19,2016-02-01 21:18:40,37,0
Application_931862671,19,2016-02-01 21:18:40,37,0
Application_931862671,19,2016-02-01 21:18:40,37,0
Application_2012588584,0,2016-01-02 12:26:22,1,-2623938
Application_2012588584,2,2016-01-02 12:26:22,1,0
Application_2012588584,4,2016-01-02 12:32:05,1,343
Application_2012588584,5,2016-01-02 12:35:08,1,183
Application_2012588584,6,2016-01-02 12:35:10,1,2
Application_2012588584,5,2016-01-02 12:35:27,1,17
Application_2012588584,6,2016-01-02 12:35:28,1,1
Application_2012588584,3,2016-01-02 12:37:43,1,135
Application_2012588584,7,2016-01-02 12:37:43,1,0
Application_2012588584,7,2016-01-02 12:37:43,1,0
Application_2012588584,8,2016-01-02 12:37:43,1,0
Application_2012588584,9,2016-01-02 12:37:43,1,0
Application_2012588584,11,2016-01-21 15:36:34,7,1652331
Application_2012588584,12,2016-01-21 15:36:43,7,9
Application_2012588584,10,2016-01-22 11:38:51,32,72128
Application_2012588584,13,2016-01-22 11:38:51,32,0
Application_2012588584,14,2016-01-22 11:38:51,32,0
Application_2012588584,11,2016-01-25 12:33:17,9,262466
Application_2012588584,10,2016-01-27 11:56:56,32,170619
Application_2012588584,15,2016-01-27 11:56:56,32,0
Application_2012588584,16,2016-01-27 11:56:56,32,0
Application_2012588584,19,2016-01-27 11:56:56,32,0
Application_1059184025,0,2016-01-02 13:10:04,5,-2155612
Application_1059184025,3,2016-01-02 13:10:04,5,0
Application_1059184025,2,2016-01-02 13:10:04,5,0
Application_1059184025,4,2016-01-02 13:39:39,5,1775
Application_1059184025,5,2016-01-02 13:48:58,5,559
Application_1059184025,6,2016-01-02 13:48:59,5,1
Application_1059184025,19,2016-01-02 14:42:59,5,3240
Application_1059184025,5,2016-01-02 14:50:23,5,444
Application_1059184025,6,2016-01-02 14:50:24,5,1
Application_1059184025,7,2016-01-02 14:50:37,5,13
Application_1059184025,8,2016-01-02 14:50:37,5,0
Application_1059184025,9,2016-01-02 14:50:37,5,0
Application_1059184025,5,2016-01-02 15:38:07,8,2850
Application_1059184025,6,2016-01-02 15:38:09,8,2
Application_1059184025,7,2016-01-02 15:41:36,8,207
Application_1059184025,19,2016-01-02 15:41:43,8,7
Application_1059184025,11,2016-01-08 14:24:30,20,513767
Application_1059184025,10,2016-01-08 14:24:35,20,5
Application_1059184025,13,2016-01-08 14:24:35,20,0
Application_1059184025,14,2016-01-08 14:24:35,20,0
Application_1059184025,12,2016-01-08 15:53:08,7,5313
Application_1059184025,10,2016-01-08 15:57:08,7,240
Application_1059184025,11,2016-01-08 15:57:08,7,0
Application_1059184025,15,2016-01-08 18:05:47,4,7719
Application_1059184025,16,2016-01-08 18:05:47,4,0
Application_1395142997,0,2016-01-02 13:23:37,0,-535330
Application_1395142997,1,2016-01-02 13:23:37,0,0
Application_1395142997,2,2016-01-02 13:24:55,0,78
Application_1395142997,3,2016-01-04 10:59:34,28,164079
Application_1395142997,4,2016-01-04 12:05:02,35,3928
Application_1395142997,5,2016-01-04 12:08:49,35,227
Application_1395142997,6,2016-01-04 12:08:50,35,1
Application_1395142997,7,2016-01-04 12:13:54,35,304
Application_1395142997,8,2016-01-04 12:13:54,35,0
Application_1395142997,9,2016-01-04 12:13:54,35,0
Application_1395142997,10,2016-01-13 11:50:02,3,776168
Application_1395142997,11,2016-01-13 11:50:05,3,3
Application_1395142997,12,2016-01-13 11:50:13,3,8
Application_1395142997,10,2016-01-15 8:23:55,25,160422
Application_1395142997,15,2016-01-15 13:58:18,25,20063
Application_1395142997,16,2016-01-15 13:58:18,25,0
Application_1193723578,0,2016-01-02 13:32:06,0,-1124772
Application_1193723578,1,2016-01-02 13:32:06,0,0
Application_1193723578,2,2016-01-02 13:33:15,0,69
Application_1193723578,4,2016-01-04 14:35:30,35,176535
Application_1193723578,5,2016-01-04 14:38:40,35,190
Application_1193723578,6,2016-01-04 14:38:41,35,1
Application_1193723578,3,2016-01-04 14:41:03,35,142
Application_1193723578,7,2016-01-04 14:41:03,35,0
Application_1193723578,8,2016-01-04 14:41:03,35,0
Application_1193723578,9,2016-01-04 14:41:03,35,0
Application_1193723578,5,2016-01-05 18:20:07,34,99544
Application_1193723578,6,2016-01-05 18:20:09,34,2
Application_1193723578,7,2016-01-05 18:21:16,34,67
Application_1193723578,10,2016-01-13 15:23:05,19,680509
Application_1193723578,11,2016-01-13 15:23:06,19,1
Application_1193723578,12,2016-01-13 15:23:13,19,7
Application_1193723578,13,2016-01-13 16:48:34,20,5121
Application_1193723578,14,2016-01-13 16:48:34,20,0
Application_1193723578,10,2016-01-14 14:25:49,39,77835
Application_1193723578,11,2016-01-14 14:25:50,39,1
Application_1193723578,17,2016-01-14 17:16:16,20,10226
Application_1193723578,18,2016-01-14 17:16:16,20,0
Application_1193723578,18,2016-01-14 17:16:16,20,0
Application_2049529862,0,2016-01-02 14:00:10,0,-1048566
Application_2049529862,1,2016-01-02 14:00:10,0,0
Application_2049529862,2,2016-01-02 14:01:19,0,69
Application_2049529862,3,2016-01-04 10:44:25,33,160986
Application_2049529862,4,2016-01-04 21:14:45,8,37820
Application_2049529862,5,2016-01-04 21:15:56,8,71
Application_2049529862,6,2016-01-04 21:15:57,8,1
Application_2049529862,7,2016-01-04 21:18:45,8,168
Application_2049529862,8,2016-01-04 21:18:45,8,0
Application_2049529862,9,2016-01-04 21:18:45,8,0
Application_2049529862,10,2016-01-13 14:16:46,19,752281
Application_2049529862,11,2016-01-13 14:16:47,19,1
Application_2049529862,12,2016-01-13 14:17:43,19,56
Application_2049529862,13,2016-01-13 15:09:33,10,3110
Application_2049529862,14,2016-01-13 15:09:33,10,0
Application_2049529862,10,2016-01-15 13:20:37,19,166264
Application_2049529862,11,2016-01-15 13:20:37,19,0
Application_2049529862,13,2016-01-15 14:18:05,4,3448
Application_2049529862,14,2016-01-15 14:18:05,4,0
Application_2049529862,10,2016-01-18 11:40:55,16,249770
Application_2049529862,11,2016-01-18 11:40:55,16,0
Application_2049529862,15,2016-01-18 14:40:36,32,10781
Application_2049529862,16,2016-01-18 14:40:36,32,0
Application_1699757505,0,2016-01-02 14:04:29,0,-1384567
Application_1699757505,1,2016-01-02 14:04:29,0,0
Application_1699757505,2,2016-01-02 14:05:29,0,60
Application_1699757505,4,2016-01-04 11:25:39,33,163210
Application_1699757505,5,2016-01-04 11:27:32,33,113
Application_1699757505,6,2016-01-04 11:27:33,33,1
Application_1699757505,3,2016-01-04 11:27:56,33,23
Application_1699757505,22,2016-01-04 11:27:56,33,0
Application_1699757505,8,2016-01-04 11:27:56,33,0
Application_1699757505,9,2016-01-04 11:27:56,33,0
